text,N/S/J/G,V/L,favorite_count,retweet_count,followers_count,friends_count,listed_count,statuses_count,favourites_count
got vaccin almost everyon know medicin also got vaccin overwhelm major side effect mild convers educ saw peopl,T,L,0,0,138,213,0,621,58839
got vaccin side effect yet,G,L,0,0,0,42,0,2,2
reluct got first dose vaccin know need terrifi sideeffect far sore arm feel littl icki know second suppos wors hope ass readi,N,L,1,0,2353,3563,0,15502,252
help got pfizer vaccin dose almost side effect work pharmaci give moderna shot neither customersmi cowork problem beyond usual type reac,T,L,8,0,1905,2366,7,35930,81918
okay side effect vaccin horribl,S,V,0,0,3167,1089,1,999,31
day take vaccinenoth unusualno side effect tire midnight rare,S,L,1,0,6969,4969,50,70799,126382
heyyy disabl vaccin buddi got mine today add list marfan syndrom dissect far felt similar flu shot major side effect beyond sore arm got,G,L,2,0,163,391,7,5780,38104
get second covid vaccin tmw morn terrifi side effect first one horribl experi pray one bad,N,V,0,0,306,803,3,15482,35942
yo vaccin side effect burn someon locat watermelon mtn dew cure,S,V,4,0,60,922,0,3667,61683
obvious vaccin side effect still way better actual covid someon could put fire muscl joint work tomorrow thing would appreci immens,S,V,2,0,453,289,15,22837,6385
bit hour sinc first dose pfizer vaccin side effect asid arm sore inject site minut super power horn grow head,J,L,0,0,86,313,2,9265,12512
start feel side effect vaccin chill destroy rn,S,V,2,0,506,1434,9,12765,60751
big chillin tonight comfi vibe feel lot better today previous day side effect first vaccin dose most gone gon na work new hous today mayb,G,L,0,0,279,279,8,8107,8308
two hour way drive get shot make three week moderna version far shoulder littl less flu shot side effect hr far mo vaccin like mortgagesdr till qualifi,J,L,1,0,96,403,13,10165,1010
alreadi dose pfizer vaccin still minim side effect second dose week ago glad done let get show road,G,V,0,0,667,1321,24,13184,21569
havent experienc side effect moderna vaccin except arm hurt sleepi sleepi might woke excit hell super earli get shot,J,L,10,0,1677,1890,16,4354,25252
six hour post shot arm sore vaccin side effect,G,L,1,0,96,200,5,4811,3301
grand got first pfizer vaccin today feel great side effect,G,L,23,2,7655,7690,31,155047,73642
didnt side effect either dose moderna vaccin,G,L,2,0,885,2583,16,2991,2057
downsid first shot vaccin aggress muscl pain arm activ annoy persist hurt otherwis side effect hour,S,V,1,0,217,513,14,10263,72153
hour sinc got jampj vaccin realli side effect headach kick tell lowenergyfatigu bc shitti sleep schedul vaccin lmao,J,L,17,0,244,197,1,1509,9632
get first dose covid vaccin experi side effect know side effect anxieti gotten instant covid someon g,N,V,14,0,80,92,0,1098,4639
glad hear your feel wonder im recov side effect second vaccin fun,S,V,0,0,82,150,0,863,1240
hour vaccin feel like got hit bus kid side effect,S,V,1,0,114,213,0,8246,5997
look appt clinic googl found drive thru yesterday apopka wait half hour got dose jampj vaccin side effect far,G,L,4,0,157,281,0,4033,13897
jampj vaccin updat day day vaccin experi side effect day today start feel super tire ach around still feel way noth major mild,G,L,20,0,3145,1442,25,22075,46566
dose vaccin experienc sore arm day dose yesterday experienc side effect last night,S,V,2,0,872,1388,23,35394,2140
receiv moderna got shot yesterday also experienc side effect peak last night still mild chill ach today overal felt lot better morn normal respons,T,V,1,0,872,1388,23,35394,2140
get side effect vaccin got side effect vaccin n get vaccin friday eekk yeah ill glad im finish,G,L,2,0,3226,4942,319,231559,60420
singl dose vaccin today far good lack side effect vaxuput vaxupandmaskup,G,L,7,0,165,183,0,5595,3886
arm got vaccin shot pretti sore feel like get flu shot far side effect,G,L,0,0,54,73,7,14059,969
well ymmv appar sweet experi common one person know one typic reaction feel sideeffect thing common reaction hou,G,L,1,0,319,752,2,10100,52183
vaccin start show side effect,S,V,0,0,576,395,1,89548,117201
vaccin realli funki fuck side effect,J,V,153,1,152415,3856,375,101768,264956
ask mom felt side effect second vaccin shot today said acut appreci scienc,J,L,50801,5565,896,685,33,1942,3168
got moderna btw vaccin hour feel fine arm sore unbear truli felt great day heard other lucki realli felt side effect updat dose well,G,L,2,0,788,720,5,23530,34221
wife got second dose covid vaccin yesterday troubl pain cost side effect,G,L,0,0,470,951,0,6707,92277
look list side effect vaccin confus appar pyrokinesi known side effect sure caus set random peopl fire thought mayb need see chiropractor,J,L,9,1,1127,460,15,3727,6153
got pfizer vaccin side effect first shot slight fatigu second shot peopl know got moderna negat side effect,G,L,2,0,250,97,3,9367,5317
got first shot vaccin sunday rememb side effect say horni,J,L,11,0,463,358,7,19030,9229
parent week post dose moderna vaccin minor side effect most immun,G,L,2,0,145,142,0,3489,7739
side effect covid vaccin worst everyth hurt cant sleep,S,V,6,0,994,327,32,137358,96122
second vaccin side effect built differ,G,L,7,0,195,179,1,3905,16912
vaccin side effect came nowher,S,V,0,0,632,648,1,9637,10437
realli went superpow black peopl side effect covid vaccin,J,L,0,0,1678,997,3,35878,44222
hour later side effect take vaccin arm sore shut get vaccin,G,L,5,1,1266,418,40,8027,79218
anxieti vaccin side effect challeng,J,V,0,0,572,497,13,22896,28578
im yo got shot moderna vaccin realli bad side effect slight sore inject site coupl day,G,V,26,0,900,2197,8,4517,44
complain shitti feel cuz vaccin side effect dude like dang suck wan na blow rn girl hate,S,V,2,0,22,111,0,135,985
alreadi got teacher one thing state done right teacher came health worker got second dose moderna vaccin last wed side effect sore arm,G,L,9,1,4507,5000,2,35349,95242
yay dad got johnson amp johnson vaccin shot today far side effect minimum none sinc morn hell let us know tomorrow whether hell well enough go work stay home rest,G,L,11,0,426,521,4,27882,66409
tast great tootoo bad got first covid pfizer vaccin hour side effectshop tomorrow feel better dig right,S,V,1,0,3203,3137,6,34678,41284
got first week ago hour worst side effectswel worth wait feel lousi three week guess better,G,V,0,0,3203,3137,6,34678,41284
parent live bulgaria given choic get az wait month half turn get whatev vaccin avail guarante took az side effect happi,G,L,1,0,10,137,0,237,1353
got first dose vaccin today side effect kick exam quiz tmrw morn still studi,S,V,17,2,1409,851,5,9583,25367
got vaccin fuck high tire think imagin side effect,S,V,2,0,772,950,8,15633,14859
morn receiv jnj vaccin hour later amp im crappi flulik side effect fun better altern sympath much suffer real victim experienc,G,V,2,0,275,654,2,12418,42516
vaccin side effect woke morn mild bodi ach touch nausea pm felt flulik minus anyth respiratori bodi ach need sweatshirt fatigu thing improv lunch start afternoon felt fine,G,L,3,0,1016,1356,8,6589,18051
far vaccin side effect go mild bodi ach touch nausea one day well worth,G,L,2,0,1016,1356,8,6589,18051
side effect vaccin,G,V,0,0,1612,4071,18,18088,740
got vaccin yesterday side effect hit got home bare move arm safe meet fulli vaccin peopl learn secret hand shake identifi,G,V,14,0,1612,4071,18,18088,740
feel vaccin side effect,S,V,2,0,1738,322,2,4242,1950
mom da well feel fineno notic side effect covid vaccin sore armsther advis chicken danc sever time day,J,L,25,0,2681,1279,24,14786,35762
ibuprofen ice hurt itch goodbtw mean bodi job great articl explain second shot,T,V,1,0,358,346,0,1564,5546
reason even sick wait day covid vaccin lol peopl side effect pfizer,T,V,0,0,1609,785,2,22933,49964
test cancer patient would uneth activ chemo uk prioritis vaccin wednesday chemo next day side effect,G,L,2,0,797,2833,0,4334,8791
vaccin side effect joke sheesh,S,V,1,0,601,2063,16,1087,10577
run tshirt short march wasnt sure run go happen got second vaccin shot yesterday littl side effect felt fine enjoy weather easi runwalk wednesdayworkout run,J,L,16,0,955,788,8,1908,3929
text mom vaccin side effect respond oh went tell mani time checkedin granddaught also side effect guess know child rank,J,V,7,0,2503,993,34,75278,253208
wear camouflag pajama cant see howev littl loopi jampj vaccin one shot full doseplus loopi bad work like camo pj wear actual one,J,L,18,0,450,23,0,12592,16708
alreadi first inject moderna vaccin side effect coupl day big deal get second shot next tuesday woohoo,J,L,7,0,19410,19703,83,122641,52529
got first pfizer vaccin monday real side effect yay,J,L,1,0,411,839,3,17125,60064
glad hear guy got design sinc im assum peopl area dont mani option go vaccin glad partner alreadi got side effect get,J,L,1,0,7645,6675,312,67212,72376
sudden power crave cake one side effect jampj vaccin ask friend,J,L,0,0,19,148,0,36,36
got new johnson amp johnson vaccin yesterday one amp done side effect yahoo thank presid trump,G,L,1,1,4196,4897,2,28234,22011
extrem lucki side effect pfizer covid vaccin shot realli sore arm realli light head amp see spot day amp back normal grate thing somewhat turn back normal,G,L,3,0,1086,1313,8,54889,74380
im good recov fulli covid vaccin side effect thank ask,G,L,1,0,2085,3617,11,84117,136391
got vaccin experienc side effect result display beauti microsoft edg person comput latenc free comput product allow room failur,J,L,7,0,89,131,0,773,6856
yes alreadi pfizer vaccin absolut side effect,G,L,4,0,610,823,4,61978,82456
alread absolut side effect receiv pfizer vaccin,G,L,8,0,610,823,4,61978,82456
hr post vaccin updat feel good side effect tell arm even sore,G,L,2,0,99,176,0,2256,1851
today good day set first first two moderna vaccin shot first time groceri store year first time appreci get needl bodi side effect total gratitud healthcar worker vaccineswork covax letsgonat,G,L,15,0,746,622,54,1207,1088
anxieti beast today plus covid vaccin side effect help,S,V,1,0,882,216,59,38530,7276
hour sinc got vaccin far sideeffect kind nice go one step right direct,G,L,0,0,13,27,0,103,31
side effect covid vaccin guy inject year old scare death shaki hand,N,L,1,0,5895,6112,170,232322,28501
got johnson johnson singl dose vaccin suppos give less peopl side effect least make manag immun system suck sure problem day bett,S,V,1,0,232,245,5,3460,14797
reflect realli bad side effect covid vaccin boss practic call liar told sick come today person get side effect got ta love,S,V,1,0,232,245,5,3460,14797
alreadi got moderna vaccin second dose day ago advers side effect even begin express relief,G,L,164,3,288,588,11,34140,81243
far standard minut side effect vaccin note yet,G,L,9,0,18132,1730,516,196479,198
one known side effect vaccin annoy,J,L,8,1,18132,1730,516,196479,198
second dose saturday flu symptom came sudden day nyt wrote women wors reaction men wish id known earlier feel better,S,V,2,0,2047,1873,60,3647,7215
got dose pfizer vaccin hr side effect far arm receiv vaccin bit sore normal,G,L,1,0,276,209,0,22060,8951
jampj vaccin updat approxim hour start feel side effect im littl dizzi general crummi friend got shot feel chill thought time,S,V,77,1,1616,2564,19,27263,42107
got vaccin side effect far got friday,G,L,0,0,137,727,0,5578,23092
yes alreadi receiv dose moderna side effect except sore arm site vaccin,G,L,1,0,566,646,0,2142,1911
sick day w covid vaccin side effect woman clean cook laundri walk fed dog work even made time nice winner winner,J,V,1,0,365,270,5,12894,8237
got first covid shot moderna vaccin daysid effect bad,G,L,1,0,2,10,0,13,21
day moderna vaccin arm pretti sore great thing photograph also big deal im tire side effect bil also got yesterday live co amp flulik night everyon differ,G,V,16,0,3010,1603,181,35784,10553
side effect littl sore arm strong urg take nap though sure chalk one vaccin,J,L,19,0,471,479,0,2697,12709
smile much sinc last marchit moderna vaccin updat side effect,J,L,1,0,135,292,2,35470,7595
overal id rather hour realli bad side effect week covid symptom understand ive extrem reaction vaccin turn will get vaccin im go book flight week,T,V,1,0,282,278,4,10116,2986
got johnson amp johnson vaccin last night side effect killer worth though,T,V,2,0,2546,217,15,67899,17755
first vaccin arm moderna hour ago side effect yet,G,L,1,0,193,290,0,6392,12202
got jampj covid vaccin afternoon far side effect headach slight fever,S,V,2,0,974,2265,1,5704,1458
receiv pfizer shot yesterday side effect terribl friend famili receiv moderna bad side effect think depend person react vaccin,S,V,3,0,627,694,3,2101,8443
soupdat second jab pfizer vaccin monday side effect except zap energi day yesterday last night go bed earli slept ten hour normal feel fantast today,J,L,21,1,9113,9862,8,11671,91059
side effect start hour later headach foggi head major fatigu day post vaccin still headach,S,V,2,0,1882,3703,3,6093,33237
got dose pfizer vaccin hour ago side effect slight sore arm inject site,G,L,2,0,168,870,0,3034,20918
receiv dose pfizer vaccin yesterday major disrupt side effect littl pain inject site noth els look forward dose covidvaccin vaccinateblackpeopl vaccinatepoc,G,L,1,0,86,342,6,2275,3000
anyon side effect moderna vaccin feel sick sinc yesterday,S,V,4,0,1072,1092,0,15455,19006
im bk woman got first pfizer vaccin first march side effect,G,L,0,0,696,910,1,20517,19178
jampj vaccin side effect weak mean work,G,V,35,0,10664,499,469,48731,11528
